Divisão;Unidade;Código Cliente;Projeto Financeiro;Mês base;Status Cobrança
KT82;MA208;423874;181469;30/04/2024;Promessa de pagamento
LB22;O301;423882;181472;30/04/2024;Não atende
M916;O113;423891;107910;30/04/2024;Retorno
KF22;B224;423915;181500;30/04/2024;Financiamento - Desistiu do financiamento
KJ32;OB110;423931;181487;30/04/2024;Financiamento - Em Tratativa
M632;Q0909;423950;155341;30/04/2024;Retorno
LD16;J513;423957;181549;30/04/2024;Não atende
KT82;LA204;423960;181514;30/04/2024;Direcionado ao SAC - Duvidas
KT82;MA206;423969;181524;30/04/2024;Pago / Em dia
KT16;N419;350817;174423;30/04/2024;Não atende
KF22;D213;423880;181564;30/04/2024;Financiamento - Em Tratativa
KJ32;PB102;423986;181576;30/04/2024;Não atende
LB62;C201;282145;182033;30/04/2024;Não atende
LB62;G222;388478;182024;30/04/2024;Direcionado ao SAC - Duvidas
LB62;AB204;403122;181867;30/04/2024;Pago / Em dia
KJ32;QB105;424125;181755;30/04/2024;Financiamento bancario
KJ82;Q1208;424165;181695;30/04/2024;Recado
K19X;G29;424184;181711;30/04/2024;Preventivo de Acordo/Promessa
LA62;Q0221;424205;181697;30/04/2024;Pago / Em dia
KJ32;VA102;424232;181683;30/04/2024;Pago / Em dia
LD16;W511;424254;181715;30/04/2024;Promessa de pagamento
M916;XA112;424267;181701;30/04/2024;Não atende
LA92;O110;424279;181871;30/04/2024;Pago / Em dia
LA63;Q1812;424284;181748;30/04/2024;Sem acordo
LB62;W216;424813;181876;30/04/2024;Promessa de pagamento
LB62;D205;424481;182128;30/04/2024;Financiamento bancario
LB62;V204;424499;182158;30/04/2024;Pago / Em dia
LB62;F214;424503;182180;30/04/2024;Promessa de pagamento
LB62;AB211;424519;182108;30/04/2024;Direcionado ao SAC - Duvidas
LB62;G215;424557;182127;30/04/2024;Preventivo de Acordo/Promessa
LB62;G206;424569;182178;30/04/2024;Pago / Em dia
LB62;W210;424579;182162;30/04/2024;Não atende
LB62;F209;424599;182106;30/04/2024;Retorno
LB62;I211;424648;182107;30/04/2024;Não atende
LB62;F215;424649;182284;30/04/2024;Retorno
LB62;K214;424649;182349;30/04/2024;Retorno
LB62;AA208;424675;182114;30/04/2024;Retorno
LB62;V211;424680;182105;30/04/2024;Financiamento bancario
LB62;P217;424686;182115;30/04/2024;Retorno
LB62;AA215;424707;182248;30/04/2024;Alega pagamento
LB62;V220;424734;182138;30/04/2024;Preventivo de Acordo/Promessa
LB62;P220;424752;182161;30/04/2024;Não atende
LB62;H228;424771;182129;30/04/2024;Pago / Em dia
LB62;L208;424775;182166;30/04/2024;Recado
LB62;AC205;424781;182193;30/04/2024;Pago / Em dia
LB62;K213;424788;182130;30/04/2024;Promessa de pagamento
LB62;AC201;424794;182098;30/04/2024;Promessa de pagamento
LB62;B202;424799;182148;30/04/2024;Preventivo de Acordo/Promessa
LB62;B203;424799;182147;30/04/2024;Preventivo de Acordo/Promessa
LB62;B201;424799;182149;30/04/2024;Preventivo de Acordo/Promessa
LB62;T203;424810;182301;30/04/2024;Não atende
LB62;O202;424823;182124;30/04/2024;Não atende
LB62;K220;424841;182167;30/04/2024;Não atende
LB62;K221;424841;182169;30/04/2024;Não atende
KF22;N221;424871;182139;30/04/2024;Promessa de pagamento
LB22;AJ316;424883;182117;30/04/2024;Financiamento - Em Tratativa
LB22;AJ307;424891;182262;30/04/2024;Pago / Em dia
KJ32;OB106;424930;182317;30/04/2024;Não atende
LB62;V214;424933;182112;30/04/2024;Pago / Em dia
LB62;P203;424951;182111;30/04/2024;Promessa de pagamento
LB62;R204;425236;182234;30/04/2024;Promessa de pagamento
LB62;O201;425247;182143;30/04/2024;Retorno
LB62;AC202;426062;182254;30/04/2024;Pago / Em dia
LB22;Q311;426100;182282;30/04/2024;Financiamento - Sem interesse
KQ12;F09;426142;182323;30/04/2024;Pago / Em dia
KZ22;X206;426206;182318;30/04/2024;Aguardando Pagamento
KF22;G222;405946;182403;30/04/2024;"Aguardando ""De acordo"""
LB62;S201;424663;182366;30/04/2024;Retorno
LB62;X209;424833;182361;30/04/2024;Pago / Em dia
LB22;AJ302;424905;182408;30/04/2024;Pago / Em dia
LB22;AJ304;424905;182348;30/04/2024;Pago / Em dia
LB22;AK307;424905;182474;30/04/2024;Pago / Em dia
LB62;U216;425233;182344;30/04/2024;Retorno
LB62;U215;425233;182346;30/04/2024;Retorno
LD16;A511;426399;182456;30/04/2024;Promessa de pagamento
KT16;M436;426442;182426;30/04/2024;Não atende
I030;AA10;44329;182386;30/04/2024;Preventivo de Acordo/Promessa
I030;Z17;58759;182335;30/04/2024;Não atende
LE56;MU0304;42284;182545;30/04/2024;Pago / Em dia
LF96;CA510;42284;183642;30/04/2024;Pago / Em dia
LE56;MU0305;42284;182544;30/04/2024;Pago / Em dia
LA92;P120;423389;182610;30/04/2024;Pago / Em dia
KD82;Q07;424550;179433;30/04/2024;Financiamento - Em Tratativa
KF22;H201;426300;182586;30/04/2024;Não atende
KJ82;Q1205;426317;182485;30/04/2024;Pago / Em dia
LA92;D118;426453;182549;30/04/2024;Pago / Em dia
LA92;D117;426462;182491;30/04/2024;Pago / Em dia
LB22;W303;426465;182495;30/04/2024;Não atende
M092;R07;426480;181740;30/04/2024;Pago / Em dia
LB62;A208;426480;182486;30/04/2024;Pago / Em dia
LB62;A209;426480;182498;30/04/2024;Pago / Em dia
KD82;N18;426484;182489;30/04/2024;Pago / Em dia
LA8X;AU26;426497;183146;30/04/2024;Financiamento - Desistiu do financiamento
LB22;AE310;426497;182496;30/04/2024;Financiamento - Desistiu do financiamento
LF96;J513;426534;183689;30/04/2024;Retorno
KJ82;Q0734;304791;179645;30/04/2024;Pago / Em dia
M322;Q0535;252413;89614;30/04/2024;Sem acordo
M692;V01;264345;121882;30/04/2024;ANDAMENTO ESTEIRA DE AF
KD82;G11;266771;176949;30/04/2024;Não atende
M916;X111;277644;109072;30/04/2024;Ação judicial
L242;P06;299011;83609;30/04/2024;Não atende
M916;SA116;301385;127332;30/04/2024;Em Negociação
M916;F102;301386;128013;30/04/2024;Preventivo de Acordo/Promessa
M692;O03;305994;131207;30/04/2024;Promessa de pagamento
K232;E1004;306523;131660;30/04/2024;Não atende
K232;E1006;306528;131664;30/04/2024;Não atende
LB62;S216;424497;181820;30/04/2024;Promessa de pagamento
LB62;F205;424507;182068;30/04/2024;Pago / Em dia
LB62;G228;424516;181958;30/04/2024;Pago / Em dia
LB62;AA217;424522;182532;30/04/2024;Não atende
LB62;V219;424526;181784;30/04/2024;Pago / Em dia
LB62;H224;424526;181783;30/04/2024;Pago / Em dia
LB62;G224;424536;181956;30/04/2024;Promessa de pagamento
LB62;G219;424538;182027;30/04/2024;Promessa de pagamento
LB62;L203;424545;181827;30/04/2024;Promessa de pagamento
LB62;W227;424546;182028;30/04/2024;Pago / Em dia
LB62;D212;424553;182029;30/04/2024;Promessa de pagamento
LB62;B211;424555;182056;30/04/2024;Preventivo de Acordo/Promessa
LB62;V226;424559;181883;30/04/2024;Pago / Em dia
LB62;R203;424603;181776;30/04/2024;Retorno
LB62;D208;424606;182053;30/04/2024;Promessa de pagamento
LB62;G214;424607;181888;30/04/2024;Pendencia CAR
LB62;O205;424831;182064;30/04/2024;Retorno
LB62;V217;424834;181892;30/04/2024;Preventivo de Acordo/Promessa
LB62;V218;424834;181963;30/04/2024;Preventivo de Acordo/Promessa
LB62;A205;424838;182088;30/04/2024;Não atende/Enviado whatsapp
LB62;V213;424839;181830;30/04/2024;Não atende
LB62;R214;424840;181818;30/04/2024;Pago / Em dia
LB62;F203;424847;181806;30/04/2024;Pago / Em dia
LB62;O207;424849;181872;30/04/2024;Retorno
KF22;F209;424861;182003;30/04/2024;Não atende
KF22;E222;424864;181885;30/04/2024;Não atende
KF22;M212;424867;181889;30/04/2024;Pago / Em dia
LA92;A112;424879;181986;30/04/2024;Não atende
LB22;S308;424892;181989;30/04/2024;Promessa de pagamento
KJ32;XB101;424894;182066;30/04/2024;Financiamento - Em Tratativa
LB62;W212;424904;181849;30/04/2024;Pago / Em dia
LB62;L215;424938;181945;30/04/2024;Pago / Em dia
KK22;DA114;363029;182273;30/04/2024;Recado
LB62;W221;388081;182099;30/04/2024;Alega pagamento
LB62;R225;406711;182165;30/04/2024;Pago / Em dia
LB62;AB207;408353;182132;30/04/2024;Bloqueio de cobrança Ausa
LB22;AE308;423643;182313;30/04/2024;Financiamento - Em Tratativa
LA63;Q0230;423943;182276;30/04/2024;Promessa de pagamento
KF22;M215;424128;182283;30/04/2024;Recado
LB62;CO0103;425249;182164;30/04/2024;Pago / Em dia
LB62;K225;425249;182172;30/04/2024;Pago / Em dia
LB62;AC209;425255;182266;30/04/2024;Recado
LB62;Z210;425277;182110;30/04/2024;Promessa de pagamento
LB62;Z211;425277;182109;30/04/2024;Promessa de pagamento
LB62;S224;425279;182271;30/04/2024;Promessa de pagamento
LB22;AE307;425285;182201;30/04/2024;Pago / Em dia
LB22;Q301;425292;182131;30/04/2024;Promessa de pagamento
LB62;Z213;425293;182093;30/04/2024;Pago / Em dia
LB22;AF301;425573;182181;30/04/2024;Pago / Em dia
KT32;C530;425849;182155;30/04/2024;Financiamento - Desistiu do financiamento
KD82;O15;425880;182320;30/04/2024;Retorno
KF22;E216;425923;182136;30/04/2024;Recado
KF22;I225;425925;182231;30/04/2024;Retorno
KF22;G219;425926;182198;30/04/2024;Financiamento bancario
KJ82;Q1309;425953;182229;30/04/2024;Pago / Em dia
LB22;AF320;425960;182233;30/04/2024;Financiamento - Sem interesse
LA92;U106;425966;182192;30/04/2024;Financiamento - Em Tratativa
KJ82;Q1123;425990;182246;30/04/2024;Não atende
KJ32;MB101;426000;182219;30/04/2024;Financiamento - Em Tratativa
LA63;Q0912;426016;182214;30/04/2024;Pago / Em dia
I030;Z02;426176;182331;30/04/2024;Pago / Em dia
I030;AA12;426177;182333;30/04/2024;Financiamento - Em Tratativa
I030;Z01;426182;182329;30/04/2024;Pago / Em dia
I030;AA03;426185;182330;30/04/2024;Pago / Em dia
LB62;F204;426216;182365;30/04/2024;Pago / Em dia
LB22;Q303;426218;182364;30/04/2024;Financiamento - Em Tratativa
KF22;N224;426230;182378;30/04/2024;Recado
I030;Z11;426233;183485;30/04/2024;Pago / Em dia
LB62;AC204;426238;182375;30/04/2024;Pago / Em dia
LB62;O211;426251;182842;30/04/2024;Pago / Em dia
LB62;O212;426251;182387;30/04/2024;Pago / Em dia
KD82;V01;426288;176661;30/04/2024;Pago / Em dia
KJ32;H104;426303;183881;30/04/2024;Pago / Em dia
KJ32;J105;426303;182376;30/04/2024;Pago / Em dia
KF22;F232;426318;182391;30/04/2024;Pago / Em dia
KF22;F231;426318;182390;30/04/2024;Pago / Em dia
LB22;Q307;426320;182428;30/04/2024;Pago / Em dia
KJ32;NB102;426321;182397;30/04/2024;Financiamento - Em Tratativa
LA63;Q0125;426328;182392;30/04/2024;Não atende
KJ82;Q1225;426334;182437;30/04/2024;Pago / Em dia
KJ32;RB103;431530;184108;30/04/2024;Promessa de pagamento
KJ32;RB104;431530;184107;30/04/2024;Promessa de pagamento
KT82;RA207;431572;184149;30/04/2024;Retorno
LE62;C303;431572;184164;30/04/2024;Retorno
LF96;O516;431603;184189;30/04/2024;Pago / Em dia
LB22;L301;430799;184031;30/04/2024;Promessa de pagamento
KF22;M213;389997;184111;30/04/2024;Pago / Em dia
KF22;M214;389997;184110;30/04/2024;Pago / Em dia
KD82;W20;403099;184135;30/04/2024;Recado
LF96;S513;429759;184069;30/04/2024;Recado
LE62;G305;430415;184147;30/04/2024;Direcionado ao SAC - Duvidas
KJ32;LA106;430658;184117;30/04/2024;Retorno
KJ32;DA107;430835;184064;30/04/2024;Promessa de pagamento
LA62;Q1701;430880;184087;30/04/2024;Retorno
LF96;EA513;430916;184152;30/04/2024;Promessa de pagamento
LA92;P103;426535;182507;30/04/2024;Alega pagamento
M330;M06;426548;182558;30/04/2024;Preventivo de Acordo/Promessa
LA63;Q0228;426574;182621;30/04/2024;Pago / Em dia
LE56;MU0502;426580;182565;30/04/2024;Pago / Em dia
KP72;G109;426590;172658;30/04/2024;Pago / Em dia
LB22;AE302;426595;182573;30/04/2024;Pago / Em dia
LD16;U510;426605;182615;30/04/2024;Recado
KT82;NA206;426653;182804;30/04/2024;Retorno
KT82;NA207;426653;182616;30/04/2024;Retorno
KJ32;DA103;426689;182609;30/04/2024;Não atende
KJ32;FA101;426689;182608;30/04/2024;Não atende
KJ32;IA105;426695;182592;30/04/2024;Financiamento - Sem interesse
LA92;D106;426700;182600;30/04/2024;Pago / Em dia
LA92;D107;426700;182594;30/04/2024;Pago / Em dia
LB62;G204;426713;182604;30/04/2024;Pago / Em dia
KT82;UA206;426909;182712;30/04/2024;Não atende
KE82;Q0725;426936;182737;30/04/2024;Pago / Em dia
LA92;E104;426939;182743;30/04/2024;Promessa de pagamento
KF22;H210;426940;182755;30/04/2024;Promessa de pagamento
KF22;H208;426942;182757;30/04/2024;Pago / Em dia
KF22;H209;426942;182756;30/04/2024;Pago / Em dia
KF22;I202;426952;182726;30/04/2024;Pago / Em dia
KF22;I203;426959;182739;30/04/2024;Alega pagamento
LA92;E116;426963;182740;30/04/2024;Não atende
LA36;B402;426995;178046;30/04/2024;Promessa de pagamento
LA92;D124;427015;182750;30/04/2024;Não atende
KT82;NA205;28280;182845;30/04/2024;Preventivo de Acordo/Promessa
KT82;MA204;404209;182871;30/04/2024;Pago / Em dia
KJ32;BA106;426867;182834;30/04/2024;Não atende/Enviado whatsapp
KT16;Z411;427000;182783;30/04/2024;Pago / Em dia
KT16;W429;427021;170082;30/04/2024;Não atende
KE82;Q1121;426771;182613;30/04/2024;Preventivo de Acordo/Promessa
KF22;H203;383627;182719;30/04/2024;Financiamento - Sem interesse
KF22;F208;426416;182715;30/04/2024;Pago / Em dia
LE56;MU0309;426459;182693;30/04/2024;Não atende
LB22;AF319;426485;182720;30/04/2024;Pago / Em dia
LA36;A402;426598;182653;30/04/2024;Não atende
LA36;A403;426598;182652;30/04/2024;Não atende
M330;A04;426737;182651;30/04/2024;Pago / Em dia
LB22;AJ303;426767;182656;30/04/2024;Pago / Em dia
KJ32;XB102;426769;182660;30/04/2024;Não atende
KJ32;J103;426773;182679;30/04/2024;Financiamento - Desistiu do financiamento
LD16;O527;426775;182682;30/04/2024;Pago / Em dia
KJ32;K101;426777;182727;30/04/2024;Promessa de pagamento
LD16;V533;426780;182673;30/04/2024;Recado
KJ32;KA104;426783;182654;30/04/2024;Financiamento - Desistiu do financiamento
KJ32;M108;426798;182655;30/04/2024;Financiamento - Em Tratativa
KJ32;LA102;426809;182694;30/04/2024;Financiamento - Em Tratativa
LB22;AK303;426836;182745;30/04/2024;Pago / Em dia
LB62;X201;426862;182684;30/04/2024;Pago / Em dia
LA8X;L10;427733;183346;30/04/2024;Não atende
LA8X;AS11;427775;183412;30/04/2024;Preventivo de Acordo/Promessa
LA8X;AX17;427817;183214;30/04/2024;Pago / Em dia
LA8X;W12;427834;183398;30/04/2024;Promessa de pagamento
LA8X;AU08;427864;183135;30/04/2024;Promessa de pagamento
KT16;L424;427889;169803;30/04/2024;Promessa de pagamento
LA8X;H03;427894;183287;30/04/2024;Pendencia CAR
LF43;F12;428213;183245;30/04/2024;Promessa de pagamento
KT82;LA201;428781;183438;30/04/2024;Pago / Em dia
LB62;K218;429337;183385;30/04/2024;Não atende
KJ82;Q1032;429339;183437;30/04/2024;Recado
LA8X;R01;427936;183167;30/04/2024;Pago / Em dia
LA8X;H06;427953;183341;30/04/2024;Pago / Em dia
LA8X;K03;427988;183354;30/04/2024;Pago / Em dia
LF33;AW23;427988;183353;30/04/2024;Pago / Em dia
LA8X;G03;428025;183382;30/04/2024;Pago / Em dia
LA8X;J07;428029;183374;30/04/2024;Pago / Em dia
M692;G05;59089;141397;30/04/2024;Não atende
K32X;12B03;87111;20477;30/04/2024;Sem acordo
M092;G10;298975;107813;30/04/2024;Não atende
M692;N01;302864;128650;30/04/2024;Retorno
KF86;B321;313439;137402;30/04/2024;Recado
KF86;Q333;313617;137551;30/04/2024;Direcionado ao SAC - Duvidas
M330;R20;326945;148555;30/04/2024;Pago / Em dia
M330;R14;328017;149413;30/04/2024;Não atende
M330;G02;344072;162794;30/04/2024;Não atende
M322;Q1120;345099;163594;30/04/2024;Retorno
L40X;12C09;211577;58951;30/04/2024;Preventivo de Acordo/Promessa
KE42;F101;252303;176864;30/04/2024;Recado
KZ22;Z204;252303;177633;30/04/2024;Recado
L73X;130134;283618;113408;30/04/2024;Pago / Em dia
M952;C108;296274;123217;30/04/2024;Ação judicial
M752;O130;315422;139127;30/04/2024;Preventivo de Acordo/Promessa
L73X;240881;316774;140231;30/04/2024;Promessa de pagamento
M322;Q0207;334474;154934;30/04/2024;Financiamento - Não atende
M692;AB01;336459;156521;30/04/2024;Não atende
KN06;C517;344221;162882;30/04/2024;Retorno
M522;16A33;344363;163089;30/04/2024;Não atende
L40X;6C02;344363;163088;30/04/2024;Não atende
KN06;J505;344493;164172;30/04/2024;Retorno
M916;H115;344493;163356;30/04/2024;Retorno
M330;B09;344803;163358;30/04/2024;Não atende
M692;U12;344933;163475;30/04/2024;Não localizado
LF73;U01;428037;183415;30/04/2024;Promessa de pagamento
KF22;F213;428075;183325;30/04/2024;Promessa de pagamento
KF22;F214;428075;183279;30/04/2024;Promessa de pagamento
LA8X;R05;428082;183319;30/04/2024;Promessa de pagamento
LA8X;AU03;428095;183338;30/04/2024;Pago / Em dia
LD16;W525;428114;183321;30/04/2024;Promessa de pagamento
LD16;U523;427668;183061;30/04/2024;Pago / Em dia
LD16;J504;169598;183243;30/04/2024;Promessa de pagamento
LD16;J505;169598;183244;30/04/2024;Pago / Em dia
LA8X;L05;407176;183193;30/04/2024;Pago / Em dia
LA8X;AU23;424135;183132;30/04/2024;Preventivo de Acordo/Promessa
LA8X;AU24;424135;183128;30/04/2024;Preventivo de Acordo/Promessa
LB22;R305;427236;183368;30/04/2024;Não atende
LD16;H523;427578;183152;30/04/2024;Não atende
LA8W;R14;427642;183358;30/04/2024;Não atende
LA8W;S14;427643;183253;30/04/2024;Promessa de pagamento
LA8W;Z28;427647;183370;30/04/2024;Sem acordo
LA8W;Z25;427653;183300;30/04/2024;Pago / Em dia
LA8X;Y32;427653;183178;30/04/2024;Pago / Em dia
KT82;NA204;427673;183467;30/04/2024;Preventivo de Acordo/Promessa
KD82;Q06;427681;183216;30/04/2024;Promessa de pagamento
KT82;NA203;427691;183442;30/04/2024;Promessa de pagamento
KZ52;438;427388;182922;30/04/2024;Não atende
LB22;AD302;427390;182990;30/04/2024;Financiamento - Finalizado
LB62;F218;427391;183007;30/04/2024;Preventivo de Acordo/Promessa
KZ52;1201;427431;183024;30/04/2024;Pago / Em dia
LA62;Q0223;427438;182979;30/04/2024;Não atende
KZ52;1814;427450;182926;30/04/2024;Alega pagamento
KZ52;116;427450;182929;30/04/2024;Alega pagamento
KZ52;117;427450;182928;30/04/2024;Alega pagamento
KZ52;1815;427450;182925;30/04/2024;Alega pagamento
KZ52;118;427450;182923;30/04/2024;Alega pagamento
LE56;MU0308;427462;182980;30/04/2024;Promessa de pagamento
KZ52;1023;427465;183015;30/04/2024;Alega pagamento
KJ32;IA104;427472;183016;30/04/2024;Financiamento - Em Tratativa
KZ52;623;427473;182951;30/04/2024;Pago / Em dia
KZ52;1308;427492;183044;30/04/2024;Promessa de pagamento
KZ52;1014;427492;183043;30/04/2024;Promessa de pagamento
KD82;K02;427513;183002;30/04/2024;Promessa de pagamento
KG92;U203;427516;182953;30/04/2024;Promessa de pagamento
L73X;260514;427524;118748;30/04/2024;Financiamento - Não atende
KQ12;O01;427562;183039;30/04/2024;Pago / Em dia
KQ12;H01;427562;183031;30/04/2024;Promessa de pagamento
KD82;O20;427574;183041;30/04/2024;Retorno
LD16;V527;427576;183010;30/04/2024;Preventivo de Acordo/Promessa
LA92;F113;427583;183009;30/04/2024;Pago / Em dia
LB22;Q308;427585;182995;30/04/2024;Financiamento - Desistiu do financiamento
LD16;A509;427589;183008;30/04/2024;Promessa de pagamento
LD16;N521;427603;183021;30/04/2024;Promessa de pagamento
LD16;Y508;354793;182905;30/04/2024;Pago / Em dia
KJ32;EA101;425972;183049;30/04/2024;Não atende
LD16;V501;427094;183081;30/04/2024;Promessa de pagamento
M952;B110;427119;182948;30/04/2024;Financiamento - Desistiu do financiamento
KJ32;J107;427171;183065;30/04/2024;Não atende
LB22;AK308;427228;182937;30/04/2024;Financiamento - Em Tratativa
KD26;C212;427231;182913;30/04/2024;Retorno
LB22;Q306;427234;182996;30/04/2024;Promessa de pagamento
KZ52;1401;427254;182976;30/04/2024;Promessa parcial
KZ52;1610;427258;182885;30/04/2024;Alega pagamento
KZ52;1015;427270;182933;30/04/2024;Pago / Em dia
KZ52;919;427272;182986;30/04/2024;Preventivo de Acordo/Promessa
KZ52;1124;427315;182891;30/04/2024;Retorno
KZ52;1304;427324;182897;30/04/2024;Não atende/Enviado whatsapp
KZ52;704;427327;182927;30/04/2024;Promessa de pagamento
KZ52;710;427327;182952;30/04/2024;Promessa de pagamento
KZ52;1510;427330;182936;30/04/2024;Pago / Em dia
KZ52;1509;427330;182932;30/04/2024;Pago / Em dia
KZ52;1002;427349;183018;30/04/2024;Promessa de pagamento
KD82;N16;427385;182970;30/04/2024;Retorno
LD16;F525;427030;182784;30/04/2024;Pago / Em dia
LA62;Q0604;427033;182798;30/04/2024;Promessa de pagamento
LD16;D514;427038;182777;30/04/2024;Direcionado ao SAC - Duvidas
KJ32;CB103;427046;182787;30/04/2024;Não atende
LD16;J517;427063;182800;30/04/2024;Não atende
KJ32;OA102;427069;182858;30/04/2024;Pago / Em dia
LB22;AD301;427073;182862;30/04/2024;Não atende
LD16;A508;427097;182837;30/04/2024;Promessa de pagamento
LA92;D121;427100;182795;30/04/2024;Financiamento - Sem interesse
KJ82;Q0933;427102;182812;30/04/2024;Pago / Em dia
KT16;BA405;427106;182820;30/04/2024;Pago / Em dia
KD82;R51;427108;182855;30/04/2024;Não atende
LA92;N122;427151;182904;30/04/2024;Promessa de pagamento
LA92;B125;427151;182844;30/04/2024;Promessa de pagamento
LA92;N105;427162;182827;30/04/2024;Financiamento - Em Tratativa
LB22;AF311;427169;182810;30/04/2024;Financiamento - Desistiu do financiamento
KF86;B308;427176;182830;30/04/2024;Pago / Em dia
KT16;F425;427232;170281;30/04/2024;Alega pagamento
LD16;M529;429395;183403;30/04/2024;Pago / Em dia
LD16;V502;429474;183456;30/04/2024;Não atende
LF96;Y502;403939;183613;30/04/2024;Preventivo de Acordo/Promessa
LA8X;H07;407109;183565;30/04/2024;Promessa de pagamento
KJ82;Q0338;427243;179494;30/04/2024;Preventivo de Acordo/Promessa
LA8X;AP02;427730;183492;30/04/2024;Promessa de pagamento
LD16;Y505;429498;183474;30/04/2024;Pago / Em dia
LA8X;AO11;429510;183490;30/04/2024;Preventivo de Acordo/Promessa
LA92;E124;429521;183594;30/04/2024;Retorno
KJ32;PA107;429551;183511;30/04/2024;Preventivo de Acordo/Promessa
LD16;R516;429558;183546;30/04/2024;Pago / Em dia
LD16;R519;429558;183524;30/04/2024;Promessa de pagamento
KJ32;QA106;429581;183593;30/04/2024;Pago / Em dia
LD16;K523;429596;183526;30/04/2024;Promessa de pagamento
LD16;L524;429599;183548;30/04/2024;Promessa de pagamento
KT82;PA202;429602;183537;30/04/2024;Não atende
LD16;G521;429623;183550;30/04/2024;Pago / Em dia
LD16;M504;429633;183568;30/04/2024;Promessa de pagamento
KJ32;NA103;429638;183549;30/04/2024;Alega pagamento
LD16;M522;429641;183595;30/04/2024;Pago / Em dia
LD16;Y512;429642;183523;30/04/2024;Retorno
L40X;4C02;429667;183575;30/04/2024;Pago / Em dia
KD82;R52;429669;183552;30/04/2024;Pago / Em dia
KD82;R53;429669;183981;30/04/2024;Pago / Em dia
LF96;R522;429713;183566;30/04/2024;Pago / Em dia
LF96;R516;429733;183640;30/04/2024;Promessa de pagamento
LF96;R517;429733;183639;30/04/2024;Promessa de pagamento
LF96;R515;429733;183641;30/04/2024;Promessa de pagamento
LF96;Q525;429742;183569;30/04/2024;Preventivo de Acordo/Promessa
LF96;X506;429754;183570;30/04/2024;Alega pagamento
LF96;X505;429754;183571;30/04/2024;Alega pagamento
LF96;S502;429761;183604;30/04/2024;Promessa de pagamento
LF96;S503;429761;183603;30/04/2024;Promessa de pagamento
LF96;L513;429783;183636;30/04/2024;Preventivo de Acordo/Promessa
LA92;G112;429945;183620;30/04/2024;Promessa de pagamento
KD82;C07;407700;183898;30/04/2024;Preventivo de Acordo/Promessa
LF96;EA507;408158;183700;30/04/2024;Pago / Em dia
LF96;EA508;408158;183677;30/04/2024;Pago / Em dia
KF86;R332;429546;179956;30/04/2024;Pago / Em dia
LF96;DA502;429597;183711;30/04/2024;Retorno
LD16;T519;429598;183724;30/04/2024;Preventivo de Acordo/Promessa
LD16;T518;429598;183713;30/04/2024;Preventivo de Acordo/Promessa
LD16;T522;429598;183924;30/04/2024;Preventivo de Acordo/Promessa
LD16;T521;429598;183923;30/04/2024;Preventivo de Acordo/Promessa
LD16;T520;429598;183920;30/04/2024;Preventivo de Acordo/Promessa
LD16;U517;429600;183909;30/04/2024;Não atende
LD16;H522;429701;183740;30/04/2024;Promessa de pagamento
LF96;Z515;429711;183665;30/04/2024;Promessa de pagamento
LF96;BA501;429717;183650;30/04/2024;Alega pagamento
LF96;X512;429718;183712;30/04/2024;Promessa de pagamento
LF96;L514;429729;183846;30/04/2024;Promessa de pagamento
LF96;S519;429734;183701;30/04/2024;Pago / Em dia
LF96;S522;429734;183697;30/04/2024;Pago / Em dia
LF96;S523;429734;183696;30/04/2024;Pago / Em dia
LF96;Q520;429758;183643;30/04/2024;Preventivo de Acordo/Promessa
LF96;Y505;429774;183768;30/04/2024;Pago / Em dia
LF96;DA507;429785;183662;30/04/2024;Não atende
LF96;Q521;430055;183765;30/04/2024;Não atende
M752;O109;430211;183741;30/04/2024;Alega pagamento
LF96;D507;430221;183652;30/04/2024;Promessa de pagamento
LF96;D506;430221;183653;30/04/2024;Promessa de pagamento
LE22;P102;430228;183904;30/04/2024;Preventivo de Acordo/Promessa
LE22;G104;430243;183709;30/04/2024;Proposta em Análise Gerencial
KG92;M213;345930;164239;30/04/2024;Retorno
M092;I06;246340;110297;30/04/2024;Não atende
KJ82;Q0431;17842;178578;30/04/2024;Alega pagamento
KJ82;Q0430;17842;178541;30/04/2024;Alega pagamento
L220;P17;235930;76667;30/04/2024;Preventivo de Acordo/Promessa
L73X;240824;242281;81600;30/04/2024;Recado
M152;U308;243620;82486;30/04/2024;Financiamento - Em Tratativa
L242;I33;244300;84466;30/04/2024;Não atende
L242;T03;245907;84468;30/04/2024;Não atende/Enviado whatsapp
L242;T04;245907;84542;30/04/2024;Não atende/Enviado whatsapp
KT82;RA206;18556;180703;30/04/2024;Pago / Em dia
KJ22;D118;56886;176121;30/04/2024;Pago / Em dia
KJ32;F101;57278;180872;30/04/2024;Promessa de pagamento
KJ32;F103;57278;180887;30/04/2024;Promessa de pagamento
KJ32;F102;57278;180888;30/04/2024;Promessa de pagamento
KD82;H05;171888;176340;30/04/2024;Financiamento - Em Tratativa
KD82;S31;264189;179751;30/04/2024;Pago / Em dia
KP92;R117;353369;169614;30/04/2024;Financiamento - Em Tratativa
KT16;E408;353651;169565;30/04/2024;Financiamento - Não atende
KT16;N420;353653;169630;30/04/2024;Pago / Em dia
KT16;AA404;353696;169551;30/04/2024;Retorno
KT16;X412;353717;169537;30/04/2024;Financiamento - Não atende
KT16;H408;353781;169552;30/04/2024;Pagamento parcial
KJ82;Q0327;251301;178588;30/04/2024;Financiamento - Em Tratativa
