Divisão;Unidade;Código Cliente;Projeto Financeiro;Mês base;Score
KT16;N430;361399;173983;01/04/2024;Não - <60 dias
KT16;N436;353638;169542;01/04/2024;Não - <60 dias
KT16;O402;430891;169560;01/04/2024;Não - <60 dias
KT16;O408;357237;171348;01/04/2024;Sim
KT16;O411;363613;174972;01/04/2024;Não - Exclusao Por Determinacao Judicial
KT16;O419;391200;174844;01/04/2024;Não - <60 dias
KT16;O422;360960;173745;01/04/2024;Sim
KT16;O424;407404;172954;01/04/2024;Não - <60 dias
KT16;P415;407897;173649;01/04/2024;Não - Em Processamento
KT16;P416;361227;173864;01/04/2024;Não - <60 dias
KT16;Q407;363415;174935;01/04/2024;Não - Em Processamento
KT16;Q409;359469;172928;01/04/2024;Não - <60 dias
KT16;Q419;361170;173932;01/04/2024;Não - <60 dias
KT16;Q425;362750;174834;01/04/2024;Não - <60 dias
KT16;Q427;390091;176873;01/04/2024;Não - <60 dias
KT16;R415;407423;173964;01/04/2024;Não - <60 dias
KT16;R417;362966;174853;01/04/2024;Não - <60 dias
KT16;R419;412458;172100;01/04/2024;Não - <60 dias
KT16;S409;391667;177035;01/04/2024;Não - <60 dias
KT16;S415;353645;169731;01/04/2024;Não - <60 dias
KT16;S416;353719;169984;01/04/2024;Não - <60 dias
KT16;S417;426802;174714;01/04/2024;Não - <60 dias
KT16;S418;360433;173580;01/04/2024;Não - <60 dias
KT16;T401;407752;173931;01/04/2024;Não - <60 dias
KT16;T405;390125;169751;01/04/2024;Não - <60 dias
KT16;T433;360097;173242;01/04/2024;Não - <60 dias
KT16;T434;391264;176995;01/04/2024;Não - <60 dias
KT16;U403;404140;173848;01/04/2024;Não - <60 dias
KT16;U408;363599;174970;01/04/2024;Não - <60 dias
KT16;U409;363388;174843;01/04/2024;Não - <60 dias
KT16;U414;360840;173655;01/04/2024;Não - <60 dias
KT16;U429;354165;169797;01/04/2024;Sim
KT16;V402;363412;174896;01/04/2024;Não - <60 dias
KT16;V403;424433;181906;01/04/2024;Não - <60 dias
KT16;V407;406766;179052;01/04/2024;Não - <60 dias
KT16;V418;387958;176384;01/04/2024;Não - <60 dias
KT16;V419;423454;174317;01/04/2024;Não - Em Processamento
KT16;W405;360305;170142;01/04/2024;Não - <60 dias
KT16;W406;406313;183695;01/04/2024;Sim
KT16;W407;361533;174091;01/04/2024;Sim
KT16;W416;359429;172925;01/04/2024;Não - <60 dias
KT16;W421;406397;173887;01/04/2024;Não - <60 dias
KT16;W425;360242;173364;01/04/2024;Não - <60 dias
KT16;W428;354822;170223;01/04/2024;Não - <60 dias
KT16;W429;427021;170082;01/04/2024;Sim
KT16;W430;355901;170777;01/04/2024;Não - <60 dias
KT16;W432;361166;173817;01/04/2024;Não - <60 dias
KT16;X402;406049;170916;01/04/2024;Não - <60 dias
KT16;X406;406832;171157;01/04/2024;Não - <60 dias
KT16;X407;354266;169845;01/04/2024;Não - <60 dias
KT16;X412;353717;169537;01/04/2024;Não - <60 dias
KT16;X420;423890;174255;01/04/2024;Não - <60 dias
KT16;X422;356576;170987;01/04/2024;Não - <60 dias
KT16;X423;356577;170960;01/04/2024;Não - <60 dias
KT16;X426;361872;174143;01/04/2024;Não - <60 dias
KT16;Y401;429935;173539;01/04/2024;Não - <60 dias
KT16;Y405;409415;173508;01/04/2024;Não - <60 dias
KT16;Y411;408089;170807;01/04/2024;Não - <60 dias
KT16;Y419;356601;171011;01/04/2024;Não - <60 dias
KT16;Y428;298820;174001;01/04/2024;Não - <60 dias
KT16;Z402;361166;173818;01/04/2024;Sim
KT16;Z403;359309;172824;01/04/2024;Não - <60 dias
KT16;Z404;356575;170961;01/04/2024;Não - <60 dias
KT16;Z411;427000;182783;01/04/2024;Não - <60 dias
KT16;Z412;354040;169667;01/04/2024;Não - <60 dias
KT16;Z414;354147;169732;01/04/2024;Não - <60 dias
KT16;Z416;356517;170962;01/04/2024;Não - <60 dias
KT16;Z417;356517;170970;01/04/2024;Não - <60 dias
KT32;A514;363838;175146;01/04/2024;Não - <60 dias
KT32;A515;424358;181745;01/04/2024;Não - <60 dias
KT32;A516;409126;180446;01/04/2024;Não - <60 dias
KT32;A517;362774;180692;01/04/2024;Não - <60 dias
KT32;A518;413787;180611;01/04/2024;Não - <60 dias
KT32;AA512;387576;176707;01/04/2024;Não - <60 dias
KT32;B506;362742;174746;01/04/2024;Não - <60 dias
KT32;B508;362231;174495;01/04/2024;Não - <60 dias
KT32;B522;362117;174648;01/04/2024;Sim
KT32;C503;387446;174642;01/04/2024;Não - <60 dias
KT32;C505;383681;180172;01/04/2024;Não - <60 dias
KT32;C514;362715;174780;01/04/2024;Não - <60 dias
KT32;C530;425849;182155;01/04/2024;Não - <60 dias
KT32;C531;361994;179840;01/04/2024;Não - <60 dias
KT32;D505;391171;176993;01/04/2024;Não - <60 dias
KT32;D506;391147;176980;01/04/2024;Não - <60 dias
KT32;D507;361985;176420;01/04/2024;Não - <60 dias
KT32;D528;362526;174683;01/04/2024;Não - <60 dias
KT32;E507;391619;177053;01/04/2024;Não - <60 dias
KT32;E519;391228;177055;01/04/2024;Não - <60 dias
KT32;E520;391228;177052;01/04/2024;Não - <60 dias
KT32;E521;391644;177047;01/04/2024;Não - <60 dias
KT32;E524;389999;176895;01/04/2024;Não - <60 dias
KT32;E525;391644;177048;01/04/2024;Não - <60 dias
KT32;E526;391644;177049;01/04/2024;Não - <60 dias
KT32;F502;402903;177475;01/04/2024;Não - <60 dias
KT32;F506;391820;177233;01/04/2024;Não - <60 dias
KT32;F507;391854;177489;01/04/2024;Não - <60 dias
KT32;F511;387405;176172;01/04/2024;Não - <60 dias
KT32;F513;383725;175934;01/04/2024;Não - <60 dias
KT32;F519;400506;177428;01/04/2024;Não - <60 dias
KT32;G502;403221;177686;01/04/2024;Não - <60 dias
KT32;G503;403221;177649;01/04/2024;Não - <60 dias
KT32;G508;406509;178994;01/04/2024;Não - <60 dias
KT32;G514;424137;181598;01/04/2024;Não - <60 dias
KT32;G518;406544;178893;01/04/2024;Não - <60 dias
KT32;J504;361965;174544;01/04/2024;Não - <60 dias
KT32;J506;362208;174516;01/04/2024;Sim
KT32;J511;274441;176977;01/04/2024;Não - <60 dias
KT32;L504;408180;179856;01/04/2024;Não - <60 dias
KT32;L506;407774;179654;01/04/2024;Não - <60 dias
KT32;L509;362774;179841;01/04/2024;Não - <60 dias
KT32;L516;383721;175419;01/04/2024;Não - Em Processamento
KT32;M515;408367;179997;01/04/2024;Não - <60 dias
KT32;M516;387370;179765;01/04/2024;Não - <60 dias
KT32;M517;387370;179766;01/04/2024;Não - <60 dias
KT32;M518;409254;180485;01/04/2024;Não - <60 dias
KT32;M519;409254;180484;01/04/2024;Não - <60 dias
KT32;M525;408422;179992;01/04/2024;Não - <60 dias
KT32;N523;362009;174525;01/04/2024;Não - <60 dias
KT32;P518;391640;177054;01/04/2024;Não - <60 dias
KT32;P521;387755;176767;01/04/2024;Não - <60 dias
KT32;P522;387528;176383;01/04/2024;Não - <60 dias
KT32;Q504;390042;176879;01/04/2024;Não - <60 dias
KT32;Q507;429620;183654;01/04/2024;Não - <60 dias
KT32;Q509;406073;178735;01/04/2024;Não - <60 dias
KT32;R507;413990;180668;01/04/2024;Não - <60 dias
KT32;R509;384688;179582;01/04/2024;Não - <60 dias
KT32;R517;406430;179546;01/04/2024;Não - <60 dias
KT32;S514;362043;174523;01/04/2024;Sim
KT32;T509;362653;174980;01/04/2024;Não - <60 dias
KT32;T510;362872;174992;01/04/2024;Não - <60 dias
KT32;T514;406412;174655;01/04/2024;Não - <60 dias
KT32;T519;363700;175008;01/04/2024;Não - <60 dias
KT32;V504;363740;175150;01/04/2024;Sim
KT32;V515;391129;176994;01/04/2024;Não - <60 dias
KT32;V516;391129;177094;01/04/2024;Não - <60 dias
KT32;W501;362204;174639;01/04/2024;Não - <60 dias
KT32;W506;387516;176436;01/04/2024;Não - <60 dias
KT32;W511;363616;174968;01/04/2024;Não - <60 dias
KT32;X511;405998;178638;01/04/2024;Não - <60 dias
KT32;Y506;376476;179468;01/04/2024;Não - Registro Ar - Endereco Insuficiente
KT32;Y507;245420;179892;01/04/2024;Não - <60 dias
KT32;Y508;245420;179891;01/04/2024;Não - <60 dias
KT32;Y512;408381;180294;01/04/2024;Não - <60 dias
KT32;Y513;406359;178818;01/04/2024;Não - <60 dias
KT32;Y515;407718;179646;01/04/2024;Não - <60 dias
KT32;Z505;406352;178797;01/04/2024;Não - <60 dias
KT32;Z506;406860;179096;01/04/2024;Não - <60 dias
KT32;Z507;427155;178864;01/04/2024;Não - <60 dias
KT32;Z512;430741;174924;01/04/2024;Não - <60 dias
KT82;LA201;428781;183438;01/04/2024;Não - <60 dias
KT82;LA202;430615;183935;01/04/2024;Não - <60 dias
KT82;LA203;427125;182801;01/04/2024;Não - Em Processamento
KT82;LA204;423960;181514;01/04/2024;Não - <60 dias
KT82;MA201;129424;181722;01/04/2024;Não - <60 dias
KT82;MA202;429574;183559;01/04/2024;Não - <60 dias
KT82;MA203;409216;183367;01/04/2024;Não - <60 dias
KT82;MA204;404209;182871;01/04/2024;Não - <60 dias
KT82;MA205;424028;181574;01/04/2024;Não - <60 dias
KT82;MA206;423969;181524;01/04/2024;Não - <60 dias
KT82;MA208;423874;181469;01/04/2024;Não - <60 dias
KT82;NA201;405942;182944;01/04/2024;Não - <60 dias
KT82;NA202;428270;183450;01/04/2024;Não - <60 dias
KT82;NA203;427691;183442;01/04/2024;Não - <60 dias
KT82;NA204;427673;183467;01/04/2024;Não - <60 dias
KT82;NA205;28280;182845;01/04/2024;Não - <60 dias
KT82;NA206;426653;182804;01/04/2024;Não - <60 dias
KT82;NA207;426653;182616;01/04/2024;Não - <60 dias
KT82;OA202;407932;179745;01/04/2024;Não - <60 dias
KT82;OA203;430843;184077;01/04/2024;Não - <60 dias
KT82;OA204;406637;180695;01/04/2024;Não - Em Processamento
KT82;OA206;423616;181312;01/04/2024;Não - <60 dias
KT82;OA207;409302;180458;01/04/2024;Não - <60 dias
KT82;PA201;403380;181479;01/04/2024;Não - <60 dias
KT82;PA202;429602;183537;01/04/2024;Não - <60 dias
KT82;PA203;423908;181490;01/04/2024;Não - <60 dias
KT82;PA205;408167;179951;01/04/2024;Sim
KT82;PA206;403470;181480;01/04/2024;Não - <60 dias
KT82;QA201;78040;179595;01/04/2024;Não - <60 dias
KT82;QA202;407729;179696;01/04/2024;Não - <60 dias
KT82;QA203;431656;179648;01/04/2024;Não - <60 dias
KT82;QA204;78040;179594;01/04/2024;Não - <60 dias
KT82;RA202;407952;179740;01/04/2024;Não - <60 dias
KT82;RA205;409260;180474;01/04/2024;Não - <60 dias
KT82;RA206;18556;180703;01/04/2024;Não - <60 dias
KT82;RA207;431572;184149;01/04/2024;Não - <60 dias
KT82;RA208;409467;180696;01/04/2024;Não - <60 dias
KT82;RA210;407945;179742;01/04/2024;Não - <60 dias
KT82;SA202;407750;179708;01/04/2024;Não - <60 dias
KT82;SA203;407758;179620;01/04/2024;Não - <60 dias
KT82;SA204;407780;179641;01/04/2024;Não - <60 dias
KT82;SA205;407863;179718;01/04/2024;Não - Registro Ar - Endereco Insuficiente
KT82;SA206;423933;182001;01/04/2024;Não - <60 dias
KT82;SA208;426902;182854;01/04/2024;Não - <60 dias
KT82;SA209;408979;179977;01/04/2024;Não - <60 dias
KT82;TA201;408122;179794;01/04/2024;Não - <60 dias
KT82;TA203;409090;180159;01/04/2024;Não - <60 dias
KT82;TA204;409088;180408;01/04/2024;Não - <60 dias
KT82;TA205;409240;180471;01/04/2024;Não - <60 dias
KT82;TA206;409235;180394;01/04/2024;Não - <60 dias
KT82;TA207;42593;179583;01/04/2024;Não - <60 dias
KT82;UA201;423803;181465;01/04/2024;Não - <60 dias
KT82;UA202;427087;182803;01/04/2024;Não - <60 dias
KT82;UA203;391618;182751;01/04/2024;Não - <60 dias
KT82;UA204;67840;183459;01/04/2024;Não - <60 dias
KT82;UA205;427125;182846;01/04/2024;Não - <60 dias
KT82;UA206;426909;182712;01/04/2024;Não - <60 dias
KT82;UA207;407760;179626;01/04/2024;Não - <60 dias
KZ22;AA201;389986;178853;01/04/2024;Não - <60 dias
KZ22;AA202;385626;177623;01/04/2024;Não - <60 dias
KZ22;AA203;403329;178050;01/04/2024;Não - <60 dias
KZ22;AA204;67046;177577;01/04/2024;Não - <60 dias
KZ22;AA208;389875;177576;01/04/2024;Não - <60 dias
KZ22;AA209;383307;177601;01/04/2024;Não - <60 dias
KZ22;AA210;403468;177598;01/04/2024;Não - <60 dias
KZ22;AA212;403274;177587;01/04/2024;Não - <60 dias
KZ22;AA213;405934;178472;01/04/2024;Não - <60 dias
KZ22;AA215;86346;178141;01/04/2024;Não - <60 dias
KZ22;BA201;403360;177642;01/04/2024;Não - <60 dias
KZ22;BA204;403407;177674;01/04/2024;Não - <60 dias
KZ22;BA205;403471;177723;01/04/2024;Não - <60 dias
KZ22;BA208;86024;178051;01/04/2024;Não - <60 dias
KZ22;BA214;403357;177648;01/04/2024;Não - <60 dias
KZ22;BA218;408198;178471;01/04/2024;Não - <60 dias
KZ22;CA202;388881;178619;01/04/2024;Não - <60 dias
KZ22;CA203;406536;178936;01/04/2024;Não - <60 dias
KZ22;CA204;406536;178935;01/04/2024;Não - <60 dias
KZ22;CO0101;349816;178968;01/04/2024;Não - <60 dias
KZ22;CO0102;349816;178967;01/04/2024;Não - <60 dias
KZ22;CO0103;349816;178966;01/04/2024;Não - <60 dias
KZ22;CO0104;349816;178971;01/04/2024;Não - <60 dias
KZ22;CO0105;349816;181385;01/04/2024;Não - <60 dias
KZ22;CO0106;349816;181384;01/04/2024;Não - <60 dias
KZ22;CO0107;423770;181334;01/04/2024;Não - <60 dias
KZ22;CO0108;423714;181347;01/04/2024;Não - <60 dias
KZ22;CO0109;423730;181346;01/04/2024;Não - <60 dias
KZ22;DA202;405933;178473;01/04/2024;Não - <60 dias
KZ22;EA201;403465;177612;01/04/2024;Não - <60 dias
KZ22;EA202;407691;179565;01/04/2024;Não - <60 dias
KZ22;EA203;403628;178049;01/04/2024;Não - <60 dias
KZ22;EA205;403522;177733;01/04/2024;Não - <60 dias
KZ22;EA206;403337;177614;01/04/2024;Não - <60 dias
KZ22;EA207;403285;177655;01/04/2024;Não - <60 dias
KZ22;EA208;403323;177667;01/04/2024;Não - <60 dias
KZ22;EA211;46041;177595;01/04/2024;Não - <60 dias
KZ22;FA202;77649;177624;01/04/2024;Não - <60 dias
KZ22;FA203;300108;178908;01/04/2024;Não - <60 dias
KZ22;FA204;406484;178896;01/04/2024;Não - <60 dias
KZ22;FA205;404428;179489;01/04/2024;Não - <60 dias
KZ22;FA206;405883;178702;01/04/2024;Não - <60 dias
KZ22;FA207;403476;177708;01/04/2024;Não - <60 dias
KZ22;FA209;403346;177995;01/04/2024;Não - <60 dias
KZ22;FA210;404230;178278;01/04/2024;Não - <60 dias
KZ22;FA211;376468;178100;01/04/2024;Não - <60 dias
KZ22;FA213;403343;178007;01/04/2024;Não - <60 dias
KZ22;FA214;403337;178117;01/04/2024;Não - <60 dias
KZ22;GA203;403500;177676;01/04/2024;Não - <60 dias
KZ22;GA204;403333;177578;01/04/2024;Não - <60 dias
KZ22;GA205;406531;178895;01/04/2024;Não - <60 dias
KZ22;GA206;430729;184009;01/04/2024;Não - <60 dias
KZ22;GA207;403270;177695;01/04/2024;Não - <60 dias
KZ22;GA209;297372;177609;01/04/2024;Não - <60 dias
KZ22;HA201;403327;178172;01/04/2024;Não - <60 dias
KZ22;HA202;405942;178623;01/04/2024;Não - <60 dias
KZ22;HA205;186132;179486;01/04/2024;Não - <60 dias
KZ22;HA209;403442;177711;01/04/2024;Não - <60 dias
KZ22;HA210;10204;177740;01/04/2024;Não - <60 dias
KZ22;HA213;406083;178865;01/04/2024;Não - <60 dias
KZ22;HA215;403413;177629;01/04/2024;Não - <60 dias
KZ22;IA201;404379;178470;01/04/2024;Não - <60 dias
KZ22;IA203;403489;177638;01/04/2024;Não - <60 dias
KZ22;IA205;403387;178275;01/04/2024;Não - <60 dias
KZ22;IA209;349816;177999;01/04/2024;Não - <60 dias
KZ22;JA204;403389;177641;01/04/2024;Não - <60 dias
KZ22;JA207;16637;178474;01/04/2024;Não - <60 dias
KZ22;MI0105;430407;183891;01/04/2024;Não - <60 dias
KZ22;W206;424033;181536;01/04/2024;Não - <60 dias
KZ22;X201;423876;181484;01/04/2024;Não - <60 dias
KZ22;X202;423876;181483;01/04/2024;Não - <60 dias
KZ22;X203;426577;182541;01/04/2024;Não - <60 dias
KZ22;X204;423872;181471;01/04/2024;Sim
KZ22;X205;54047;181512;01/04/2024;Não - <60 dias
KZ22;X206;426206;182318;01/04/2024;Não - <60 dias
KZ22;Y202;403442;177678;01/04/2024;Não - <60 dias
KZ22;Z201;403438;177573;01/04/2024;Não - <60 dias
KZ22;Z203;221244;177582;01/04/2024;Não - <60 dias
KZ22;Z204;252303;177633;01/04/2024;Não - <60 dias
KZ22;Z206;295451;177754;01/04/2024;Não - <60 dias
KZ22;Z207;344906;178109;01/04/2024;Sim
KZ22;Z208;403372;177735;01/04/2024;Não - <60 dias
KZ22;Z209;355115;177656;01/04/2024;Não - <60 dias
KZ52;1001;427266;182989;01/04/2024;Não - <60 dias
KZ52;1002;427349;183018;01/04/2024;Não - <60 dias
KZ52;1003;165974;183670;01/04/2024;Não - <60 dias
KZ52;1004;427313;182908;01/04/2024;Não - <60 dias
KZ52;1005;427504;182971;01/04/2024;Não - <60 dias
KZ52;1006;387209;182898;01/04/2024;Não - <60 dias
KZ52;1007;427262;182960;01/04/2024;Não - <60 dias
KZ52;1009;427442;183217;01/04/2024;Não - <60 dias
KZ52;1012;427264;182961;01/04/2024;Não - <60 dias
KZ52;1014;427492;183043;01/04/2024;Não - <60 dias
KZ52;1015;427270;182933;01/04/2024;Não - <60 dias
KZ52;1016;427368;182972;01/04/2024;Não - <60 dias
KZ52;1020;427320;183221;01/04/2024;Não - <60 dias
KZ52;1021;430726;183974;01/04/2024;Não - <60 dias
KZ52;1022;427282;183047;01/04/2024;Não - <60 dias
KZ52;1023;427465;183015;01/04/2024;Não - <60 dias
KZ52;1024;430511;183796;01/04/2024;Não - <60 dias
KZ52;1025;427288;182884;01/04/2024;Não - <60 dias
KZ52;1026;427298;182892;01/04/2024;Não - <60 dias
KZ52;1028;431660;184205;01/04/2024;Não - <60 dias
KZ52;1030;427342;182883;01/04/2024;Não - Black List
KZ52;1031;430861;184073;01/04/2024;Não - <60 dias
KZ52;1032;430688;183976;01/04/2024;Não - <60 dias
KZ52;1033;427361;182994;01/04/2024;Não - <60 dias
KZ52;1034;427274;182893;01/04/2024;Não - <60 dias
KZ52;105;427260;182934;01/04/2024;Não - <60 dias
KZ52;1101;49555;182900;01/04/2024;Não - <60 dias
KZ52;1102;431733;184232;01/04/2024;Não - <60 dias
KZ52;1105;427428;182968;01/04/2024;Não - <60 dias
KZ52;1110;427334;182917;01/04/2024;Não - <60 dias
KZ52;1114;427375;182973;01/04/2024;Não - <60 dias
KZ52;1116;64268;182975;01/04/2024;Sim
KZ52;1118;270998;182945;01/04/2024;Não - <60 dias
KZ52;1120;427417;182949;01/04/2024;Não - <60 dias
KZ52;1122;427311;182993;01/04/2024;Não - <60 dias
KZ52;1123;427553;182987;01/04/2024;Não - <60 dias
KZ52;1124;427315;182891;01/04/2024;Não - <60 dias
KZ52;1125;427502;182982;01/04/2024;Não - <60 dias
KZ52;1126;430642;183959;01/04/2024;Não - <60 dias
KZ52;1127;430439;183725;01/04/2024;Não - <60 dias
KZ52;1128;49555;182903;01/04/2024;Não - <60 dias
KZ52;116;427450;182929;01/04/2024;Não - <60 dias
KZ52;117;427450;182928;01/04/2024;Não - <60 dias
KZ52;118;427450;182923;01/04/2024;Não - <60 dias
KZ52;1201;427431;183024;01/04/2024;Não - <60 dias
KZ52;1213;427368;182955;01/04/2024;Não - <60 dias
KZ52;1214;430780;183995;01/04/2024;Não - <60 dias
KZ52;1304;427324;182897;01/04/2024;Sim
KZ52;1306;430320;183655;01/04/2024;Não - <60 dias
KZ52;1308;427492;183044;01/04/2024;Não - <60 dias
KZ52;1309;427494;183050;01/04/2024;Não - <60 dias
KZ52;1401;427254;182976;01/04/2024;Não - <60 dias
KZ52;1419;427304;183433;01/04/2024;Não - <60 dias
KZ52;1501;427338;182910;01/04/2024;Não - <60 dias
KZ52;1509;427330;182932;01/04/2024;Não - <60 dias
KZ52;1510;427330;182936;01/04/2024;Não - <60 dias
KZ52;1610;427258;182885;01/04/2024;Não - <60 dias
KZ52;1701;427326;183023;01/04/2024;Não - <60 dias
KZ52;1703;427286;182888;01/04/2024;Não - <60 dias
KZ52;1704;427675;183058;01/04/2024;Não - <60 dias
KZ52;1712;427249;182977;01/04/2024;Não - <60 dias
KZ52;1814;427450;182926;01/04/2024;Não - <60 dias
KZ52;1815;427450;182925;01/04/2024;Não - <60 dias
KZ52;301;427368;182974;01/04/2024;Não - <60 dias
KZ52;340;427430;182939;01/04/2024;Não - <60 dias
KZ52;431;187878;183342;01/04/2024;Não - <60 dias
KZ52;432;427396;183005;01/04/2024;Não - <60 dias
KZ52;438;427388;182922;01/04/2024;Não - <60 dias
KZ52;444;427328;182930;01/04/2024;Não - <60 dias
KZ52;445;349384;182909;01/04/2024;Não - <60 dias
KZ52;446;427309;182902;01/04/2024;Não - <60 dias
KZ52;449;430218;183634;01/04/2024;Não - <60 dias
KZ52;450;427519;183014;01/04/2024;Não - <60 dias
KZ52;508;427365;182981;01/04/2024;Não - <60 dias
KZ52;509;427365;182914;01/04/2024;Não - <60 dias
KZ52;510;86927;182895;01/04/2024;Não - <60 dias
KZ52;511;427347;182880;01/04/2024;Não - <60 dias
KZ52;606;86927;182894;01/04/2024;Não - <60 dias
KZ52;611;60663;183322;01/04/2024;Não - <60 dias
KZ52;618;427279;182957;01/04/2024;Não - <60 dias
KZ52;619;427279;182958;01/04/2024;Não - <60 dias
KZ52;620;427292;182946;01/04/2024;Não - <60 dias
KZ52;621;339344;182896;01/04/2024;Não - <60 dias
KZ52;623;427473;182951;01/04/2024;Não - <60 dias
KZ52;624;427340;182956;01/04/2024;Não - <60 dias
KZ52;626;427398;182924;01/04/2024;Não - <60 dias
KZ52;701;49555;182901;01/04/2024;Não - <60 dias
KZ52;702;427329;182998;01/04/2024;Não - <60 dias
KZ52;703;427256;182912;01/04/2024;Não - <60 dias
KZ52;704;427327;182927;01/04/2024;Não - <60 dias
KZ52;705;427294;182965;01/04/2024;Não - <60 dias
KZ52;706;427344;182918;01/04/2024;Não - <60 dias
KZ52;708;427344;182919;01/04/2024;Não - <60 dias
KZ52;709;427363;182983;01/04/2024;Não - <60 dias
KZ52;710;427327;182952;01/04/2024;Não - <60 dias
KZ52;712;431528;184101;01/04/2024;Não - <60 dias
KZ52;714;430650;184006;01/04/2024;Não - <60 dias
KZ52;715;427384;182954;01/04/2024;Não - <60 dias
KZ52;716;427355;182882;01/04/2024;Não - <60 dias
KZ52;717;427306;183045;01/04/2024;Não - <60 dias
KZ52;718;431631;184195;01/04/2024;Não - <60 dias
KZ52;720;427268;182947;01/04/2024;Não - <60 dias
KZ52;722;427252;182899;01/04/2024;Não - <60 dias
KZ52;725;427277;182978;01/04/2024;Não - <60 dias
KZ52;726;427317;183036;01/04/2024;Não - <60 dias
KZ52;727;49555;182938;01/04/2024;Não - <60 dias
KZ52;801;283583;183943;01/04/2024;Não - <60 dias
KZ52;821;427441;183017;01/04/2024;Não - <60 dias
KZ52;909;427285;182890;01/04/2024;Não - <60 dias
KZ52;910;427285;182889;01/04/2024;Não - <60 dias
KZ52;918;427494;183046;01/04/2024;Não - <60 dias
KZ52;919;427272;182986;01/04/2024;Não - <60 dias
KZ52;930;427307;182931;01/04/2024;Não - <60 dias
L130;Q3806;227725;71726;01/04/2024;Não - <60 dias
L130;Q3907;242521;81663;01/04/2024;Sim
L220;A16;361915;174253;01/04/2024;Não - <60 dias
L220;B05;198270;182464;01/04/2024;Não - <60 dias
L220;B12;198270;183030;01/04/2024;Não - <60 dias
L220;CO105;235921;76664;01/04/2024;Não - Liminar de Cobrança
L220;CO106;235921;76658;01/04/2024;Não - Liminar de Cobrança
L220;CO108;214968;65746;01/04/2024;Não - <60 dias
L220;E09;298169;167012;01/04/2024;Não - <60 dias
L220;G32;349449;166773;01/04/2024;Não - <60 dias
L220;M03;390018;95078;01/04/2024;Não - <60 dias
L220;P17;235930;76667;01/04/2024;Sim
L220;U03;361419;174188;01/04/2024;Não - <60 dias
L242;A11;349327;166748;01/04/2024;Sim
L242;B10;406446;178907;01/04/2024;Não - <60 dias
L242;C01;352946;169067;01/04/2024;Não - <60 dias
L242;C12;348038;165862;01/04/2024;Sim
L242;E09;344851;163359;01/04/2024;Não - <60 dias
L242;E23;348843;166415;01/04/2024;Não - Liminar de Cobrança
