Divisão;Unidade;Código Cliente;Projeto Financeiro;Mês base;Score
LD16;H521;418663;180808;01/04/2024;Não - <60 dias
LD16;H522;429701;183740;01/04/2024;Não - <60 dias
LD16;H523;427578;183152;01/04/2024;Não - Registro Ar - Endereco Insuficiente
LD16;H524;418342;180967;01/04/2024;Sim
LD16;I501;408102;181067;01/04/2024;Não - <60 dias
LD16;I502;429579;183519;01/04/2024;Não - <60 dias
LD16;I503;429656;183547;01/04/2024;Não - <60 dias
LD16;I504;430828;181441;01/04/2024;Não - <60 dias
LD16;I508;418467;180728;01/04/2024;Não - <60 dias
LD16;I509;418467;180755;01/04/2024;Não - <60 dias
LD16;I511;418564;181014;01/04/2024;Não - <60 dias
LD16;I512;422795;181250;01/04/2024;Não - <60 dias
LD16;I513;422893;180776;01/04/2024;Não - <60 dias
LD16;I514;422893;180775;01/04/2024;Não - <60 dias
LD16;I515;404294;183505;01/04/2024;Não - <60 dias
LD16;I516;418247;181076;01/04/2024;Não - <60 dias
LD16;I518;423058;180765;01/04/2024;Não - <60 dias
LD16;I520;418454;180714;01/04/2024;Não - <60 dias
LD16;I521;418454;180812;01/04/2024;Não - <60 dias
LD16;I522;418768;180710;01/04/2024;Não - <60 dias
LD16;I523;418438;180724;01/04/2024;Não - <60 dias
LD16;J501;418439;180768;01/04/2024;Não - <60 dias
LD16;J502;347507;183455;01/04/2024;Não - <60 dias
LD16;J503;422884;180797;01/04/2024;Não - <60 dias
LD16;J504;169598;183243;01/04/2024;Não - <60 dias
LD16;J505;169598;183244;01/04/2024;Não - <60 dias
LD16;J506;423015;180929;01/04/2024;Não - <60 dias
LD16;J507;419354;180880;01/04/2024;Não - <60 dias
LD16;J508;419354;180920;01/04/2024;Não - <60 dias
LD16;J509;418424;180769;01/04/2024;Não - <60 dias
LD16;J510;425830;182196;01/04/2024;Não - <60 dias
LD16;J511;418338;180689;01/04/2024;Não - <60 dias
LD16;J512;418300;180718;01/04/2024;Não - <60 dias
LD16;J513;423957;181549;01/04/2024;Não - <60 dias
LD16;J514;403912;180818;01/04/2024;Não - <60 dias
LD16;J515;403912;180817;01/04/2024;Não - <60 dias
LD16;J516;406321;181523;01/04/2024;Não - Registro Ar - Endereco Insuficiente
LD16;J517;427063;182800;01/04/2024;Não - <60 dias
LD16;J518;428185;183318;01/04/2024;Não - <60 dias
LD16;J519;357240;180723;01/04/2024;Não - <60 dias
LD16;J520;357240;180722;01/04/2024;Não - <60 dias
LD16;J521;418994;181144;01/04/2024;Não - <60 dias
LD16;J522;419313;181013;01/04/2024;Não - <60 dias
LD16;J523;422787;180685;01/04/2024;Não - <60 dias
LD16;J524;418295;180732;01/04/2024;Não - <60 dias
LD16;J525;362724;182409;01/04/2024;Não - <60 dias
LD16;J526;345202;181205;01/04/2024;Não - <60 dias
LD16;J527;429583;183531;01/04/2024;Não - <60 dias
LD16;J528;429624;183528;01/04/2024;Não - <60 dias
LD16;J529;422884;184081;01/04/2024;Não - <60 dias
LD16;J530;430406;183781;01/04/2024;Não - <60 dias
LD16;J532;418613;181208;01/04/2024;Não - <60 dias
LD16;K501;418360;181158;01/04/2024;Não - <60 dias
LD16;K502;423695;181288;01/04/2024;Não - <60 dias
LD16;K503;418281;180881;01/04/2024;Não - <60 dias
LD16;K504;418891;180742;01/04/2024;Não - <60 dias
LD16;K505;423097;180879;01/04/2024;Não - <60 dias
LD16;K506;430382;183763;01/04/2024;Não - <60 dias
LD16;K507;352631;181290;01/04/2024;Não - <60 dias
LD16;K509;279200;180740;01/04/2024;Sim
LD16;K510;427058;182786;01/04/2024;Não - <60 dias
LD16;K511;430470;183744;01/04/2024;Não - <60 dias
LD16;K514;418686;180747;01/04/2024;Não - <60 dias
LD16;K515;418537;181291;01/04/2024;Não - Registro Ar - Endereco Insuficiente
LD16;K518;419033;180739;01/04/2024;Não - <60 dias
LD16;K519;418958;180756;01/04/2024;Não - <60 dias
LD16;K520;354127;183597;01/04/2024;Não - <60 dias
LD16;K521;419030;181007;01/04/2024;Não - <60 dias
LD16;K523;429596;183526;01/04/2024;Não - <60 dias
LD16;K524;404343;181077;01/04/2024;Não - <60 dias
LD16;K525;404343;181078;01/04/2024;Não - <60 dias
LD16;K526;419296;181065;01/04/2024;Não - <60 dias
LD16;K527;426072;182270;01/04/2024;Não - <60 dias
LD16;K528;426072;182269;01/04/2024;Não - <60 dias
LD16;L501;419314;181211;01/04/2024;Não - <60 dias
LD16;L502;419314;181210;01/04/2024;Não - <60 dias
LD16;L503;419314;181188;01/04/2024;Não - <60 dias
LD16;L504;309061;184159;01/04/2024;Não - <60 dias
LD16;L505;429541;183487;01/04/2024;Não - <60 dias
LD16;L506;391878;183968;01/04/2024;Não - <60 dias
LD16;L507;423998;181550;01/04/2024;Não - <60 dias
LD16;L508;423863;181430;01/04/2024;Não - <60 dias
LD16;L509;430535;183885;01/04/2024;Não - <60 dias
LD16;L511;418466;180977;01/04/2024;Não - <60 dias
LD16;L512;418543;181124;01/04/2024;Não - <60 dias
LD16;L513;418543;181123;01/04/2024;Não - <60 dias
LD16;L514;418543;181213;01/04/2024;Não - <60 dias
LD16;L515;418332;180890;01/04/2024;Não - <60 dias
LD16;L516;423981;181522;01/04/2024;Não - <60 dias
LD16;L517;418268;180683;01/04/2024;Não - <60 dias
LD16;L519;427579;183000;01/04/2024;Não - <60 dias
LD16;L520;426127;182297;01/04/2024;Não - <60 dias
LD16;L521;430800;183996;01/04/2024;Não - <60 dias
LD16;L522;429586;183517;01/04/2024;Não - <60 dias
LD16;L523;418860;180963;01/04/2024;Não - <60 dias
LD16;L524;429599;183548;01/04/2024;Não - <60 dias
LD16;L525;419403;180773;01/04/2024;Não - <60 dias
LD16;L526;419403;180771;01/04/2024;Não - <60 dias
LD16;L527;418813;180743;01/04/2024;Não - <60 dias
LD16;L530;419315;181066;01/04/2024;Não - <60 dias
LD16;M501;418427;180979;01/04/2024;Não - <60 dias
LD16;M502;418427;180978;01/04/2024;Não - <60 dias
LD16;M503;429629;183555;01/04/2024;Não - <60 dias
LD16;M504;429633;183568;01/04/2024;Não - <60 dias
LD16;M505;429630;183669;01/04/2024;Não - <60 dias
LD16;M509;423081;181241;01/04/2024;Não - <60 dias
LD16;M510;419170;180736;01/04/2024;Não - <60 dias
LD16;M514;429525;183486;01/04/2024;Não - <60 dias
LD16;M515;424342;181708;01/04/2024;Não - <60 dias
LD16;M516;426869;182686;01/04/2024;Não - <60 dias
LD16;M517;429659;183563;01/04/2024;Não - <60 dias
LD16;M522;429641;183595;01/04/2024;Não - <60 dias
LD16;M523;419386;181269;01/04/2024;Não - <60 dias
LD16;M524;419386;181268;01/04/2024;Não - <60 dias
LD16;M525;422776;180782;01/04/2024;Não - <60 dias
LD16;M528;430840;184082;01/04/2024;Não - <60 dias
LD16;M529;429395;183403;01/04/2024;Não - <60 dias
LD16;M531;423640;181232;01/04/2024;Não - <60 dias
LD16;N501;350732;181337;01/04/2024;Não - Em Processamento
LD16;N502;429464;183472;01/04/2024;Não - <60 dias
LD16;N503;429440;183471;01/04/2024;Não - <60 dias
LD16;N504;349044;183060;01/04/2024;Não - <60 dias
LD16;N505;355982;180712;01/04/2024;Não - <60 dias
LD16;N507;353648;180784;01/04/2024;Não - <60 dias
LD16;N508;427222;182874;01/04/2024;Não - <60 dias
LD16;N509;418802;181209;01/04/2024;Não - <60 dias
LD16;N510;423905;181476;01/04/2024;Não - <60 dias
LD16;N511;418356;180770;01/04/2024;Não - <60 dias
LD16;N513;426934;182728;01/04/2024;Não - <60 dias
LD16;N514;424174;181599;01/04/2024;Não - <60 dias
LD16;N515;420664;181411;01/04/2024;Não - <60 dias
LD16;N516;418607;180811;01/04/2024;Não - <60 dias
LD16;N517;418607;180810;01/04/2024;Não - <60 dias
LD16;N518;354968;180767;01/04/2024;Não - <60 dias
LD16;N519;419073;181009;01/04/2024;Não - <60 dias
LD16;N520;419108;181338;01/04/2024;Não - <60 dias
LD16;N521;427603;183021;01/04/2024;Não - <60 dias
LD16;N522;429416;183402;01/04/2024;Não - <60 dias
LD16;N525;422780;180748;01/04/2024;Não - <60 dias
LD16;N528;427536;182992;01/04/2024;Não - <60 dias
LD16;O501;418804;180688;01/04/2024;Não - <60 dias
LD16;O508;419102;180798;01/04/2024;Não - <60 dias
LD16;O515;418371;181125;01/04/2024;Não - <60 dias
LD16;O516;418269;180751;01/04/2024;Não - <60 dias
LD16;O517;277114;180964;01/04/2024;Não - <60 dias
LD16;O518;419544;181298;01/04/2024;Não - <60 dias
LD16;O519;418585;180745;01/04/2024;Não - <60 dias
LD16;O520;418585;180744;01/04/2024;Não - <60 dias
LD16;O521;418540;180731;01/04/2024;Não - <60 dias
LD16;O523;419311;181339;01/04/2024;Não - <60 dias
LD16;O526;418930;180758;01/04/2024;Não - <60 dias
LD16;O527;426775;182682;01/04/2024;Não - <60 dias
LD16;O530;427677;183073;01/04/2024;Não - <60 dias
LD16;P501;419032;181364;01/04/2024;Não - <60 dias
LD16;P502;419546;181239;01/04/2024;Não - <60 dias
LD16;P503;426972;182782;01/04/2024;Não - <60 dias
LD16;P504;418791;180805;01/04/2024;Não - <60 dias
LD16;P506;429543;183525;01/04/2024;Não - <60 dias
LD16;P508;419138;180799;01/04/2024;Não - <60 dias
LD16;P509;419194;181292;01/04/2024;Não - <60 dias
LD16;P510;418932;180708;01/04/2024;Não - <60 dias
LD16;P511;405696;181044;01/04/2024;Não - <60 dias
LD16;P512;418961;181145;01/04/2024;Não - <60 dias
LD16;P513;361682;181251;01/04/2024;Não - <60 dias
LD16;P514;361682;181297;01/04/2024;Não - <60 dias
LD16;P523;419287;181406;01/04/2024;Não - <60 dias
LD16;P526;430788;184013;01/04/2024;Não - <60 dias
LD16;P527;363742;180737;01/04/2024;Não - <60 dias
LD16;P530;431626;184186;01/04/2024;Não - <60 dias
LD16;Q501;431717;184252;01/04/2024;Não - <60 dias
LD16;Q503;418689;180975;01/04/2024;Não - <60 dias
LD16;Q505;419284;180720;01/04/2024;Não - <60 dias
LD16;Q511;419281;180761;01/04/2024;Não - <60 dias
LD16;Q512;418359;180681;01/04/2024;Não - <60 dias
LD16;Q513;419390;180762;01/04/2024;Não - <60 dias
LD16;Q514;339389;180889;01/04/2024;Não - <60 dias
LD16;Q515;276462;181049;01/04/2024;Não - <60 dias
LD16;Q516;418441;180757;01/04/2024;Não - <60 dias
LD16;Q517;418798;181122;01/04/2024;Não - <60 dias
LD16;Q522;355844;181068;01/04/2024;Não - <60 dias
LD16;Q523;419380;181148;01/04/2024;Não - <60 dias
LD16;R501;427009;182765;01/04/2024;Não - <60 dias
LD16;R507;431597;184158;01/04/2024;Não - <60 dias
LD16;R515;428254;183254;01/04/2024;Não - <60 dias
LD16;R516;429558;183546;01/04/2024;Não - <60 dias
LD16;R517;418960;181011;01/04/2024;Não - <60 dias
LD16;R518;418470;180921;01/04/2024;Não - <60 dias
LD16;R519;429558;183524;01/04/2024;Não - <60 dias
LD16;R533;419283;180791;01/04/2024;Não - <60 dias
LD16;R534;419283;180786;01/04/2024;Não - <60 dias
LD16;S501;431538;184124;01/04/2024;Não - <60 dias
LD16;S502;430956;184125;01/04/2024;Não - <60 dias
LD16;S507;361851;180701;01/04/2024;Não - <60 dias
LD16;S508;418718;180711;01/04/2024;Não - <60 dias
LD16;S511;404069;181258;01/04/2024;Não - <60 dias
LD16;S512;418432;181302;01/04/2024;Não - <60 dias
LD16;S513;418604;181273;01/04/2024;Não - <60 dias
LD16;S515;418293;180777;01/04/2024;Não - <60 dias
LD16;S516;429608;183520;01/04/2024;Não - <60 dias
LD16;S517;429608;183521;01/04/2024;Não - <60 dias
LD16;S518;418880;180804;01/04/2024;Não - <60 dias
LD16;S519;430805;184065;01/04/2024;Não - <60 dias
LD16;S520;430785;184066;01/04/2024;Não - <60 dias
LD16;S521;422818;181329;01/04/2024;Não - <60 dias
LD16;T501;418812;181147;01/04/2024;Não - <60 dias
LD16;T518;429598;183713;01/04/2024;Não - <60 dias
LD16;T519;429598;183724;01/04/2024;Não - <60 dias
LD16;T520;429598;183920;01/04/2024;Não - <60 dias
LD16;T521;429598;183923;01/04/2024;Não - <60 dias
LD16;T522;429598;183924;01/04/2024;Não - <60 dias
LD16;T532;418812;181146;01/04/2024;Não - <60 dias
LD16;U501;429649;183554;01/04/2024;Não - <60 dias
LD16;U502;430364;183792;01/04/2024;Não - <60 dias
LD16;U504;423083;180927;01/04/2024;Não - <60 dias
LD16;U506;430866;184074;01/04/2024;Não - <60 dias
LD16;U508;418800;180759;01/04/2024;Não - <60 dias
LD16;U509;426036;182294;01/04/2024;Não - <60 dias
LD16;U510;426605;182615;01/04/2024;Sim
LD16;U511;344736;180687;01/04/2024;Não - <60 dias
LD16;U512;423056;180928;01/04/2024;Não - <60 dias
LD16;U513;427006;182788;01/04/2024;Não - <60 dias
LD16;U514;419302;181270;01/04/2024;Não - Em Processamento
LD16;U515;403517;181204;01/04/2024;Não - <60 dias
LD16;U516;275523;181008;01/04/2024;Não - <60 dias
LD16;U517;429600;183909;01/04/2024;Não - Em Processamento
LD16;U518;431757;184253;01/04/2024;Não - <60 dias
LD16;U519;431488;184163;01/04/2024;Não - <60 dias
LD16;U523;427668;183061;01/04/2024;Não - <60 dias
LD16;V501;427094;183081;01/04/2024;Não - <60 dias
LD16;V502;429474;183456;01/04/2024;Não - <60 dias
LD16;V505;419418;181119;01/04/2024;Não - <60 dias
LD16;V506;353641;180705;01/04/2024;Não - <60 dias
LD16;V507;418601;180713;01/04/2024;Não - Em Processamento
LD16;V508;426972;182754;01/04/2024;Não - <60 dias
LD16;V509;419175;181083;01/04/2024;Não - <60 dias
LD16;V510;419303;181196;01/04/2024;Não - <60 dias
LD16;V511;419031;181010;01/04/2024;Não - <60 dias
LD16;V512;426831;182672;01/04/2024;Não - <60 dias
LD16;V513;418914;180802;01/04/2024;Não - <60 dias
LD16;V516;418688;180754;01/04/2024;Não - <60 dias
LD16;V517;418720;181374;01/04/2024;Não - <60 dias
LD16;V518;419402;180716;01/04/2024;Não - <60 dias
LD16;V519;418380;180725;01/04/2024;Não - <60 dias
LD16;V520;422847;181187;01/04/2024;Não - <60 dias
LD16;V521;426342;182407;01/04/2024;Não - <60 dias
LD16;V522;426447;182455;01/04/2024;Não - <60 dias
LD16;V523;427397;182915;01/04/2024;Não - <60 dias
LD16;V524;429699;183663;01/04/2024;Não - <60 dias
LD16;V525;429561;183560;01/04/2024;Não - <60 dias
LD16;V526;391771;183612;01/04/2024;Não - <60 dias
LD16;V527;427576;183010;01/04/2024;Não - <60 dias
LD16;V528;429398;183383;01/04/2024;Não - <60 dias
LD16;V529;429462;183478;01/04/2024;Não - <60 dias
LD16;V530;429462;183479;01/04/2024;Não - <60 dias
LD16;V531;428761;183405;01/04/2024;Não - <60 dias
LD16;V532;428761;183375;01/04/2024;Não - <60 dias
LD16;V533;426780;182673;01/04/2024;Não - Registro Ar - Endereco Insuficiente
LD16;V534;362860;180916;01/04/2024;Não - <60 dias
LD16;W501;357416;182699;01/04/2024;Não - <60 dias
LD16;W502;426463;182472;01/04/2024;Não - <60 dias
LD16;W504;419021;180801;01/04/2024;Não - <60 dias
LD16;W505;423012;180900;01/04/2024;Não - <60 dias
LD16;W506;361577;180969;01/04/2024;Não - <60 dias
LD16;W507;360779;180918;01/04/2024;Não - <60 dias
LD16;W508;424181;181603;01/04/2024;Não - Em Processamento
LD16;W509;424181;181704;01/04/2024;Não - <60 dias
LD16;W510;418296;180986;01/04/2024;Não - <60 dias
LD16;W511;424254;181715;01/04/2024;Não - <60 dias
LD16;W512;418705;180987;01/04/2024;Não - <60 dias
LD16;W513;362886;180806;01/04/2024;Não - Em Processamento
LD16;W514;309126;183609;01/04/2024;Não - <60 dias
LD16;W515;423936;181540;01/04/2024;Não - <60 dias
LD16;W518;419358;181069;01/04/2024;Não - <60 dias
LD16;W519;423825;181397;01/04/2024;Não - <60 dias
LD16;W520;426079;182280;01/04/2024;Não - <60 dias
LD16;W521;423074;181058;01/04/2024;Não - <60 dias
LD16;W522;426900;182702;01/04/2024;Não - <60 dias
LD16;W523;426779;182700;01/04/2024;Não - <60 dias
LD16;W524;426779;184249;01/04/2024;Não - <60 dias
LD16;W525;428114;183321;01/04/2024;Não - <60 dias
LD16;W526;427035;182778;01/04/2024;Não - <60 dias
LD16;W527;419360;181330;01/04/2024;Não - <60 dias
LD16;W528;419381;181368;01/04/2024;Não - <60 dias
LD16;W529;419510;181266;01/04/2024;Não - <60 dias
LD16;W530;424318;181710;01/04/2024;Não - <60 dias
LD16;X504;429505;183475;01/04/2024;Não - <60 dias
LD16;X505;419367;181061;01/04/2024;Não - <60 dias
LD16;X506;363500;180734;01/04/2024;Não - <60 dias
LD16;X507;338046;183496;01/04/2024;Não - <60 dias
LD16;X508;419174;181203;01/04/2024;Não - <60 dias
LD16;X509;418927;181206;01/04/2024;Não - <60 dias
LD16;X510;429522;183507;01/04/2024;Não - <60 dias
LD16;X511;422814;180962;01/04/2024;Não - <60 dias
LD16;X512;419195;181143;01/04/2024;Não - <60 dias
LD16;X514;422932;180781;01/04/2024;Não - <60 dias
LD16;X516;418897;181012;01/04/2024;Não - <60 dias
LD16;X517;423094;181348;01/04/2024;Não - <60 dias
LD16;X518;427210;182877;01/04/2024;Não - <60 dias
LD16;X519;418819;180970;01/04/2024;Não - <60 dias
LD16;X520;362297;181207;01/04/2024;Não - <60 dias
LD16;X521;426794;182681;01/04/2024;Não - <60 dias
LD16;X522;419408;181336;01/04/2024;Não - Em Processamento
LD16;X523;419414;180682;01/04/2024;Não - <60 dias
LD16;X524;427039;182849;01/04/2024;Não - <60 dias
LD16;X525;424148;181604;01/04/2024;Sim
LD16;X526;418670;180726;01/04/2024;Não - <60 dias
LD16;X527;427164;182811;01/04/2024;Não - <60 dias
LD16;X528;411146;181363;01/04/2024;Não - <60 dias
LD16;X529;427584;183059;01/04/2024;Não - <60 dias
LD16;X530;419052;181362;01/04/2024;Não - <60 dias
LD16;X531;426312;182429;01/04/2024;Não - <60 dias
LD16;X532;424187;181606;01/04/2024;Não - <60 dias
LD16;Y501;431633;184185;01/04/2024;Não - <60 dias
LD16;Y502;430734;183985;01/04/2024;Não - <60 dias
LD16;Y505;429498;183474;01/04/2024;Não - <60 dias
LD16;Y506;419447;181005;01/04/2024;Não - <60 dias
LD16;Y507;427382;182921;01/04/2024;Não - <60 dias
LD16;Y508;354793;182905;01/04/2024;Não - <60 dias
LD16;Y509;427378;182935;01/04/2024;Não - <60 dias
LD16;Y511;429587;183556;01/04/2024;Não - <60 dias
LD16;Y512;429642;183523;01/04/2024;Não - <60 dias
LD16;Y513;419409;180930;01/04/2024;Não - <60 dias
LD16;Y514;426791;182658;01/04/2024;Não - <60 dias
LD16;Y517;362523;180919;01/04/2024;Não - <60 dias
LD16;Y518;418361;180760;01/04/2024;Não - <60 dias
LD16;Y519;419400;180813;01/04/2024;Não - <60 dias
LD16;Y522;359860;180815;01/04/2024;Não - <60 dias
LD16;Y523;418585;180814;01/04/2024;Não - <60 dias
LD16;Y524;418585;180746;01/04/2024;Não - <60 dias
LD16;Y525;362295;181301;01/04/2024;Não - <60 dias
LD16;Y526;429463;183464;01/04/2024;Não - <60 dias
LD16;Y527;429453;183460;01/04/2024;Não - <60 dias
LD16;Y528;429527;183477;01/04/2024;Não - <60 dias
LE22;B102;430539;183888;01/04/2024;Não - <60 dias
LE22;B110;430274;183993;01/04/2024;Não - <60 dias
LE22;D101;430249;183694;01/04/2024;Não - <60 dias
LE22;D102;430325;183823;01/04/2024;Não - <60 dias
LE22;D122;430255;183664;01/04/2024;Não - <60 dias
LE22;E105;430294;183815;01/04/2024;Não - <60 dias
LE22;E106;430226;183675;01/04/2024;Não - <60 dias
LE22;E107;430246;183671;01/04/2024;Não - <60 dias
LE22;E108;430609;184027;01/04/2024;Não - <60 dias
LE22;E123;430555;183950;01/04/2024;Não - Black List
LE22;F102;430229;183699;01/04/2024;Não - <60 dias
LE22;G103;430253;183750;01/04/2024;Não - <60 dias
LE22;G104;430243;183709;01/04/2024;Não - <60 dias
LE22;G119;430234;183687;01/04/2024;Não - <60 dias
LE22;H107;430257;183656;01/04/2024;Não - <60 dias
LE22;H109;430325;183937;01/04/2024;Não - <60 dias
LE22;H113;430282;183793;01/04/2024;Não - <60 dias
LE22;I101;430241;183887;01/04/2024;Não - <60 dias
LE22;I102;430277;183659;01/04/2024;Não - <60 dias
LE22;J102;430563;184153;01/04/2024;Não - <60 dias
LE22;K105;430293;184017;01/04/2024;Não - <60 dias
LE22;K106;251671;183857;01/04/2024;Não - <60 dias
LE22;K123;304947;183736;01/04/2024;Não - <60 dias
LE22;M101;430564;184028;01/04/2024;Não - <60 dias
LE22;M102;430235;183800;01/04/2024;Não - <60 dias
LE22;M103;430263;183666;01/04/2024;Não - <60 dias
LE22;M104;430239;183931;01/04/2024;Não - <60 dias
LE22;M105;430231;183843;01/04/2024;Não - <60 dias
LE22;M106;430266;183735;01/04/2024;Não - <60 dias
LE22;M107;430389;183814;01/04/2024;Não - <60 dias
LE22;M108;430389;183727;01/04/2024;Não - <60 dias
LE22;M111;430247;183840;01/04/2024;Não - <60 dias
LE22;M112;430225;183648;01/04/2024;Não - <60 dias
LE22;M113;430290;183658;01/04/2024;Não - <60 dias
LE22;N101;430224;183682;01/04/2024;Não - <60 dias
LE22;N102;431641;184202;01/04/2024;Não - <60 dias
LE22;N103;431641;184211;01/04/2024;Não - <60 dias
LE22;N104;430261;183816;01/04/2024;Não - <60 dias
LE22;N106;423549;183940;01/04/2024;Não - Registro Ar - Endereco Insuficiente
LE22;N107;430349;183836;01/04/2024;Não - <60 dias
LE22;N108;430604;183936;01/04/2024;Não - <60 dias
LE22;N109;430587;184092;01/04/2024;Não - <60 dias
LE22;N110;430258;183817;01/04/2024;Não - <60 dias
LE22;N111;430555;183951;01/04/2024;Não - Black List
LE22;O101;430651;184026;01/04/2024;Não - <60 dias
LE22;O108;430286;183939;01/04/2024;Não - <60 dias
LE22;O109;430286;183938;01/04/2024;Não - <60 dias
LE22;P101;430306;183839;01/04/2024;Não - <60 dias
LE22;P102;430228;183904;01/04/2024;Não - <60 dias
LE22;P109;430260;183704;01/04/2024;Não - <60 dias
LE22;P110;430555;183948;01/04/2024;Não - Black List
LE22;Q106;388928;183688;01/04/2024;Não - <60 dias
LE22;Q107;430265;183693;01/04/2024;Não - <60 dias
LE22;Q108;430545;183941;01/04/2024;Não - <60 dias
LE22;Q109;430276;183903;01/04/2024;Não - <60 dias
LE22;Q116;430300;183657;01/04/2024;Não - <60 dias
LE56;MU0101;426530;182551;01/04/2024;Não - <60 dias
LE56;MU0102;359029;182873;01/04/2024;Não - <60 dias
LE56;MU0104;403731;182657;01/04/2024;Não - <60 dias
LE56;MU0105;405696;182523;01/04/2024;Não - <60 dias
LE56;MU0106;354579;182566;01/04/2024;Não - <60 dias
LE56;MU0107;354579;182567;01/04/2024;Não - <60 dias
LE56;MU0108;276254;182550;01/04/2024;Não - <60 dias
LE56;MU0109;277741;182515;01/04/2024;Não - <60 dias
LE56;MU0110;359029;182872;01/04/2024;Não - <60 dias
LE56;MU0302;350732;182636;01/04/2024;Não - Em Processamento
LE56;MU0303;360493;182605;01/04/2024;Não - Em Processamento
LE56;MU0304;42284;182545;01/04/2024;Não - <60 dias
LE56;MU0305;42284;182544;01/04/2024;Não - <60 dias
LE56;MU0308;427462;182980;01/04/2024;Não - <60 dias
LE56;MU0309;426459;182693;01/04/2024;Não - Em Processamento
LE56;MU0310;300635;182553;01/04/2024;Não - <60 dias
LE56;MU0311;427515;182997;01/04/2024;Não - <60 dias
LE56;MU0312;302629;182530;01/04/2024;Não - Em Processamento
LE56;MU0313;426573;182579;01/04/2024;Não - <60 dias
LE56;MU0314;426724;182687;01/04/2024;Não - <60 dias
LE56;MU0315;426533;182524;01/04/2024;Não - <60 dias
LE56;MU0316;426533;182522;01/04/2024;Não - <60 dias
LE56;MU0401;308645;182580;01/04/2024;Não - <60 dias
LE56;MU0402;430492;183822;01/04/2024;Não - <60 dias
LE56;MU0404;403947;182514;01/04/2024;Não - <60 dias
LE56;MU0405;403824;182546;01/04/2024;Não - <60 dias
LE56;MU0406;426456;182528;01/04/2024;Não - <60 dias
LE56;MU0407;361686;182520;01/04/2024;Não - <60 dias
LE56;MU0501;354840;182563;01/04/2024;Não - <60 dias
LE56;MU0502;426580;182565;01/04/2024;Não - <60 dias
LE56;MU0503;276084;182521;01/04/2024;Não - <60 dias
LE62;A301;430554;183860;01/04/2024;Não - <60 dias
LE62;A304;405883;183900;01/04/2024;Não - <60 dias
LE62;B306;430431;183726;01/04/2024;Não - <60 dias
LE62;C303;431572;184164;01/04/2024;Não - <60 dias
LE62;C304;431574;184142;01/04/2024;Não - <60 dias
LE62;C305;431581;184165;01/04/2024;Não - <60 dias
LE62;C306;403380;183921;01/04/2024;Não - <60 dias
LE62;C307;431512;184171;01/04/2024;Não - <60 dias
LE62;C308;431122;184139;01/04/2024;Não - <60 dias
LE62;C309;430490;183969;01/04/2024;Não - <60 dias
LE62;C310;78040;183746;01/04/2024;Não - <60 dias
LE62;C311;430630;183979;01/04/2024;Não - <60 dias
LE62;D301;431710;184248;01/04/2024;Não - <60 dias
LE62;D302;431710;184247;01/04/2024;Não - <60 dias
LE62;D306;430444;183851;01/04/2024;Não - <60 dias
LE62;D307;430755;184046;01/04/2024;Não - <60 dias
LE62;D308;423994;184005;01/04/2024;Não - <60 dias
LE62;D309;431537;184150;01/04/2024;Não - <60 dias
LE62;D310;431532;184170;01/04/2024;Não - <60 dias
LE62;D311;431616;184160;01/04/2024;Não - <60 dias
LE62;D312;18844;183893;01/04/2024;Não - <60 dias
LE62;E301;78040;183747;01/04/2024;Não - <60 dias
LE62;E302;403470;183774;01/04/2024;Não - <60 dias
LE62;E303;41886;183755;01/04/2024;Não - <60 dias
LE62;E304;431122;184140;01/04/2024;Não - <60 dias
LE62;E305;430442;183806;01/04/2024;Não - <60 dias
LE62;E306;389986;183756;01/04/2024;Não - <60 dias
LE62;E307;430442;183805;01/04/2024;Não - <60 dias
LE62;E308;430451;183787;01/04/2024;Não - <60 dias
LE62;E309;430430;183901;01/04/2024;Não - <60 dias
LE62;E310;430472;183847;01/04/2024;Não - <60 dias
LE62;E312;430565;183884;01/04/2024;Não - <60 dias
LE62;E313;430854;184067;01/04/2024;Não - <60 dias
LE62;E314;430450;183758;01/04/2024;Não - <60 dias
LE62;F301;430453;183811;01/04/2024;Não - <60 dias
LE62;F302;430376;183776;01/04/2024;Não - <60 dias
LE62;F303;430455;183799;01/04/2024;Não - <60 dias
LE62;F304;430389;183751;01/04/2024;Não - <60 dias
LE62;F305;426902;184207;01/04/2024;Não - <60 dias
LE62;F306;430442;184018;01/04/2024;Não - <60 dias
LE62;F307;430534;183870;01/04/2024;Não - <60 dias
LE62;F308;430634;183945;01/04/2024;Não - <60 dias
LE62;F310;430440;183752;01/04/2024;Não - <60 dias
LE62;F311;431546;184190;01/04/2024;Não - <60 dias
LE62;F312;430482;183784;01/04/2024;Não - <60 dias
LE62;F313;10204;183807;01/04/2024;Não - <60 dias
LE62;F314;355188;183834;01/04/2024;Não - <60 dias
LE62;G302;430420;183922;01/04/2024;Não - <60 dias
LE62;G304;403442;183902;01/04/2024;Não - <60 dias
LE62;G305;430415;184147;01/04/2024;Não - <60 dias
LE62;G307;431543;184169;01/04/2024;Não - <60 dias
LE62;G308;430424;183946;01/04/2024;Não - <60 dias
LE62;G309;403263;183899;01/04/2024;Não - <60 dias
LE62;H301;403314;183895;01/04/2024;Não - <60 dias
LE62;H302;403311;183808;01/04/2024;Não - <60 dias
LE62;H304;430373;183757;01/04/2024;Não - <60 dias
